,Index,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream
15830,15830.0,Brett Young,https://open.spotify.com/artist/0fiWOxhsBsQQvFDtxUQWo0,Never Til Now (feat. Brett Young),Already Drank That Beer,album,spotify:track:4232gJU5ljjFmKaPh0cKds,0.382,0.408,10.0,-7.552,0.0407,0.75,0.0,0.127,0.128,77.063,173534.0,https://www.youtube.com/watch?v=F0usb115YG0,Ashley Cooke + Brett Young – Never Til Now (Studio Performance),Ashley Cooke,3923825.0,50303.0,676.0,False,True,25178889.0
15831,15831.0,Brett Young,https://open.spotify.com/artist/0fiWOxhsBsQQvFDtxUQWo0,Mercy,Brett Young,album,spotify:track:2VIPU72L6tIR4w8J8ap6Kp,0.638,0.367,4.0,-7.906,0.0266,0.84,0.0,0.0999,0.219,71.957,217120.0,https://www.youtube.com/watch?v=Thvm6dADOms,Brett Young - Mercy,BrettYoungVEVO,238930770.0,949622.0,22052.0,True,True,196048808.0
15832,15832.0,Brett Young,https://open.spotify.com/artist/0fiWOxhsBsQQvFDtxUQWo0,Like I Loved You,Brett Young,album,spotify:track:3T6MAweakkNrMYs8jZIWtg,0.582,0.568,1.0,-6.051,0.0297,0.196,0.0,0.0841,0.64,76.025,207187.0,https://www.youtube.com/watch?v=PG2azZM4w4o,Brett Young - Like I Loved You,BrettYoungVEVO,96374362.0,438087.0,7293.0,True,True,169477352.0
15834,15834.0,Brett Young,https://open.spotify.com/artist/0fiWOxhsBsQQvFDtxUQWo0,Catch,Ticket To L.A.,album,spotify:track:53cGGBxGPaRjP0HVUESyW5,0.566,0.765,2.0,-6.337,0.0439,0.0248,0.0,0.0783,0.604,156.036,196440.0,https://www.youtube.com/watch?v=SBqPLI0Oskc,Brett Young - Catch,BrettYoungVEVO,17647516.0,90969.0,1835.0,True,True,90717453.0
15835,15835.0,Brett Young,https://open.spotify.com/artist/0fiWOxhsBsQQvFDtxUQWo0,Here Tonight,Ticket To L.A.,album,spotify:track:38nVuIj9mi5a8oopOJhSJk,0.517,0.776,11.0,-5.271,0.0362,0.0144,0.0,0.113,0.448,96.002,216533.0,https://www.youtube.com/watch?v=-pQ2wJ13QGw,Brett Young - Here Tonight,BrettYoungVEVO,33124045.0,136143.0,2521.0,True,True,100313643.0
15836,15836.0,Brett Young,https://open.spotify.com/artist/0fiWOxhsBsQQvFDtxUQWo0,Sleep Without You,Brett Young,album,spotify:track:6zkHymyoD3tIqV7RwCAYUw,0.626,0.707,5.0,-5.755,0.0425,0.0169,0.0,0.0772,0.653,88.543,187813.0,https://www.youtube.com/watch?v=H06Ep1MTRW0,Brett Young - Sleep Without You (Official Music Video),BrettYoungVEVO,32788441.0,162085.0,2231.0,True,True,154634230.0
15837,15837.0,Brett Young,https://open.spotify.com/artist/0fiWOxhsBsQQvFDtxUQWo0,Chapters,Ticket To L.A.,album,spotify:track:4tQhxBKakIwoWZ7tuGBr7d,0.589,0.613,11.0,-6.816,0.0379,0.179,0.0,0.0967,0.643,81.015,237107.0,https://www.youtube.com/watch?v=AKJYNlylDJU,Brett Young - Chapters (The Acoustic Sessions) ft. Gavin DeGraw,BrettYoungVEVO,13983939.0,60274.0,1428.0,True,True,38087251.0
15839,15839.0,Río Roma,https://open.spotify.com/artist/2O3v9rCTzLhPFaGaAVgZLt,Tú Me Gustas,Tú Me Gustas,single,spotify:track:30TZy1etY3FAGBDGS58hRj,0.602,0.48,5.0,-7.122,0.0323,0.684,0.0,0.0951,0.513,138.062,206957.0,https://www.youtube.com/watch?v=jXn-Fi8hxso,"Río Roma, Carin Leon - Tú Me Gustas (Video Oficial)",RioromaVEVO,23025079.0,123439.0,1401.0,True,True,29249469.0
15840,15840.0,Río Roma,https://open.spotify.com/artist/2O3v9rCTzLhPFaGaAVgZLt,Mi Persona Favorita,Otra Vida,album,spotify:track:70fVcEP5pRrxaIICY3DcPe,0.562,0.729,3.0,-4.774,0.0551,0.297,0.0,0.0868,0.652,151.97,190480.0,https://www.youtube.com/watch?v=AJKzOgv5YNU,Río Roma - Mi Persona Favorita,RioromaVEVO,99907167.0,605882.0,17358.0,True,True,170562592.0
15841,15841.0,Río Roma,https://open.spotify.com/artist/2O3v9rCTzLhPFaGaAVgZLt,Todavía No Te Olvido (feat. Carlos Rivera),Eres la Persona Correcta en el Momento Equivocado (Deluxe Edition),album,spotify:track:1o4NhRBP3RSnK73rxfW4tU,0.506,0.674,3.0,-4.546,0.0281,0.209,0.0,0.105,0.313,139.967,212987.0,https://www.youtube.com/watch?v=Lc5fvUzUpnM,Río Roma - Todavía No Te Olvido (Video Oficial) ft. Carlos Rivera,RioromaVEVO,237322937.0,638293.0,13791.0,True,True,127217418.0
15843,15843.0,Río Roma,https://open.spotify.com/artist/2O3v9rCTzLhPFaGaAVgZLt,Caminar de Tu Mano (feat. Fonseca),Eres la Persona Correcta en el Momento Equivocado (Deluxe Edition),album,spotify:track:0IWBTieCc6wQZ0C4kCHP9q,0.662,0.875,1.0,-4.954,0.0779,0.299,0.0,0.146,0.591,105.484,206253.0,https://www.youtube.com/watch?v=idC5sWB9sC0,Río Roma - Caminar de Tu Mano (Official Video) ft. Fonseca,RioromaVEVO,54686269.0,333402.0,4435.0,True,True,153635052.0
15844,15844.0,Río Roma,https://open.spotify.com/artist/2O3v9rCTzLhPFaGaAVgZLt,Me Cambiaste la Vida,Al Fin Te Encontré,album,spotify:track:5CKHWcC0BETA2SvqzQKGy1,0.565,0.551,7.0,-5.81,0.0301,0.769,0.0,0.191,0.308,139.974,233080.0,https://www.youtube.com/watch?v=_X3PPuF_yOE,Río Roma - Me Cambiaste la Vida (Videoclip),RioromaVEVO,386206615.0,1568205.0,31772.0,True,True,124722242.0
15845,15845.0,Río Roma,https://open.spotify.com/artist/2O3v9rCTzLhPFaGaAVgZLt,Eres la Persona Correcta en el Momento Equivocado,Eres la Persona Correcta en el Momento Equivocado (Deluxe Edition),album,spotify:track:6xk3FU1mFeImh4U5Mo7fKu,0.487,0.439,1.0,-7.827,0.0755,0.588,0.0,0.107,0.324,138.599,236013.0,https://www.youtube.com/watch?v=Uq7edT5TxdM,Río Roma - Eres la Persona Correcta en el Momento Equivocado (Official video),RioromaVEVO,175491551.0,649972.0,12745.0,True,True,102112611.0
15847,15847.0,Río Roma,https://open.spotify.com/artist/2O3v9rCTzLhPFaGaAVgZLt,Yo Te Prefiero a Ti,Rojo,album,spotify:track:0LuHppPzpqZ6lxdpmjmAz8,0.481,0.715,4.0,-4.395,0.0551,0.153,0.0,0.173,0.375,168.914,212176.0,https://www.youtube.com/watch?v=TO5f8CfTDaA,"Río Roma, Yuridia - Yo Te Prefiero a Ti",RioromaVEVO,38745005.0,272659.0,6819.0,True,True,48269452.0
15849,15849.0,Santhosh Narayanan,https://open.spotify.com/artist/5FVBduYaeVBb6JIghza7v6,Aval,Manithan (Original Motion Picture Soundtrack),single,spotify:track:4LK8863ScRhhT6hitFfBI5,0.324,0.457,2.0,-8.683,0.0336,0.271,2.65e-05,0.433,0.225,99.902,266640.0,https://www.youtube.com/watch?v=My_S68DAAPg,Manithan - Aval Video | Udhayanidhi | Santhosh Narayanan,SonyMusicSouthVEVO,27937185.0,161547.0,2225.0,True,True,13546386.0
15850,15850.0,Santhosh Narayanan,https://open.spotify.com/artist/5FVBduYaeVBb6JIghza7v6,Ennadi Maayavi Nee,VadaChennai (Original Motion Picture Soundtrack),album,spotify:track:47Cd4WP1ZOK8WXC68kqZ03,0.55,0.246,0.0,-12.503,0.03,0.834,0.00279,0.0977,0.218,119.836,251000.0,https://www.youtube.com/watch?v=s20GxxYUhfA,VADACHENNAI - Ennadi Maayavi Nee (Redux) Video Song | Dhanush | Vetri Maaran | Santhosh Narayanan,Wunderbar Films,63221659.0,322878.0,6478.0,True,True,29790729.0
15853,15853.0,Santhosh Narayanan,https://open.spotify.com/artist/5FVBduYaeVBb6JIghza7v6,Enjoy Enjaami,Enjoy Enjaami,single,spotify:track:1baHxgYktT8eDdmtTozJF9,0.856,0.709,3.0,-7.432,0.222,0.349,0.000209,0.225,0.856,110.009,279500.0,https://www.youtube.com/watch?v=eYq7WapuDLU,Dhee ft. Arivu - Enjoy Enjaami (Prod. Santhosh Narayanan),maajja,455272437.0,4903554.0,203796.0,True,True,32595514.0
15855,15855.0,Santhosh Narayanan,https://open.spotify.com/artist/5FVBduYaeVBb6JIghza7v6,Rakita Rakita Rakita,Jagame Thandhiram (Original Motion Picture Soundtrack),album,spotify:track:1aW4UG2v8CQzJEdvF6lC8p,0.772,0.834,10.0,-5.174,0.174,0.549,0.000136,0.551,0.945,133.583,247455.0,https://www.youtube.com/watch?v=5MFY3LO7r6M,"Jagame Thandhiram - Rakita Rakita Video|Dhanush, SanthoshNarayanan, KarthikSubbaraj",SonyMusicSouthVEVO,81205048.0,502360.0,10546.0,True,True,27830599.0
15857,15857.0,Santhosh Narayanan,https://open.spotify.com/artist/5FVBduYaeVBb6JIghza7v6,Evanda Enakku Custody,Mahaan (Original Motion Picture Soundtrack),album,spotify:track:64NPSUK9QT49jEDKl3FK1a,0.656,0.797,1.0,-4.678,0.414,0.0148,3.97e-05,0.0626,0.859,102.142,212857.0,https://www.youtube.com/watch?v=U-ZOvBESxP4,Mahaan - Evanda Enakku Custody Video | Chiyaan Vikram | Santhosh Narayanan,SonyMusicSouthVEVO,14413694.0,226553.0,1920.0,True,True,17001665.0
15858,15858.0,The Paper Kites,https://open.spotify.com/artist/79hrYiudVcFyyxyJW0ipTy,Bloom - Bonus Track,Woodland,single,spotify:track:1HMQmOWrkieKYWlFsjUP3D,0.591,0.416,1.0,-9.794,0.0246,0.882,0.000641,0.112,0.415,96.003,210080.0,https://www.youtube.com/watch?v=8inJtTG_DuU,The Paper Kites - Bloom (Official Music Video),thepaperkitesband,30781995.0,334202.0,6490.0,True,True,414382054.0
15859,15859.0,The Paper Kites,https://open.spotify.com/artist/79hrYiudVcFyyxyJW0ipTy,Paint,Young North,single,spotify:track:6uHvbKL0Yi37AuvNRmUfMw,0.364,0.308,4.0,-13.052,0.0402,0.895,0.0023,0.123,0.387,73.328,191773.0,https://www.youtube.com/watch?v=PwhlS0x_7ZE,The Paper Kites - Paint (Video),William.,20100.0,374.0,16.0,False,False,100447102.0
15860,15860.0,The Paper Kites,https://open.spotify.com/artist/79hrYiudVcFyyxyJW0ipTy,For All You Give,Roses,album,spotify:track:6LLb6rVMgQnGNZwwHSxTzn,0.499,0.142,11.0,-17.142,0.0387,0.956,0.0029,0.109,0.354,138.726,191235.0,https://www.youtube.com/watch?v=UPhwQjsP-Cw,The Paper Kites - For All You Give (feat. Lucy Rose),thepaperkitesband,352456.0,11584.0,453.0,False,False,47122396.0
15861,15861.0,The Paper Kites,https://open.spotify.com/artist/79hrYiudVcFyyxyJW0ipTy,Arms,On the Train Ride Home,album,spotify:track:4EXvl9cypQrKVYwabqd1EY,0.41,0.141,2.0,-18.564,0.0337,0.931,0.0898,0.118,0.239,149.884,203560.0,https://www.youtube.com/watch?v=iYUbDxYPVQ0,The Paper Kites - Arms (Official Video),IndieCorner ,361.0,13.0,0.0,False,False,82862876.0
15862,15862.0,The Paper Kites,https://open.spotify.com/artist/79hrYiudVcFyyxyJW0ipTy,Woodland,Woodland,single,spotify:track:2dm13KtTfScU9ObCzYzGyS,0.433,0.523,0.0,-9.502,0.041,0.533,0.000112,0.162,0.374,178.299,231587.0,https://www.youtube.com/watch?v=DPHqkHLweMY,The Paper Kites - Woodland (Full EP Stream),nettwerkbackstage,4280224.0,80644.0,794.0,True,True,43093708.0
15863,15863.0,The Paper Kites,https://open.spotify.com/artist/79hrYiudVcFyyxyJW0ipTy,Tenenbaum,States,album,spotify:track:1AGaqD9PjgeLDy6mYLwAQK,0.488,0.17,1.0,-18.851,0.0386,0.881,0.614,0.0937,0.444,88.449,219080.0,https://www.youtube.com/watch?v=KBAknpjj1iI,The Paper Kites -  Tenenbaum (Official Music Video),thepaperkitesband,1259967.0,9934.0,299.0,True,True,11861391.0
15864,15864.0,The Paper Kites,https://open.spotify.com/artist/79hrYiudVcFyyxyJW0ipTy,Featherstone,Woodland,single,spotify:track:5KaN2M7seUV4uyNFp4twv6,0.803,0.373,8.0,-13.682,0.0367,0.869,0.0268,0.104,0.636,124.921,229627.0,https://www.youtube.com/watch?v=M0IDiVQxZYg,The Paper Kites - Featherstone (Official Music Video),thepaperkitesband,12591656.0,92370.0,2074.0,True,True,51064816.0
15865,15865.0,The Paper Kites,https://open.spotify.com/artist/79hrYiudVcFyyxyJW0ipTy,Tin Lover,States,album,spotify:track:0oODAuxcJ94qCEYMgsCti4,0.651,0.0324,1.0,-22.56,0.0333,0.961,0.792,0.101,0.101,89.994,199653.0,https://www.youtube.com/watch?v=k17bRCNdYTQ,Tin Lover,The Paper Kites - Topic,87575.0,911.0,0.0,True,True,8463294.0
15866,15866.0,The Paper Kites,https://open.spotify.com/artist/79hrYiudVcFyyxyJW0ipTy,Nothing More Than That,On the Train Ride Home,album,spotify:track:7HA9zJxl6LFOOQUSnqefsK,0.555,0.099,11.0,-20.199,0.0324,0.939,0.596,0.108,0.28,84.431,181613.0,https://www.youtube.com/watch?v=2qTvX2Rp3u4,The Paper Kites - Nothing More Than That,daydreaming,3060591.0,60422.0,570.0,False,False,7957156.0
15867,15867.0,The Paper Kites,https://open.spotify.com/artist/79hrYiudVcFyyxyJW0ipTy,Walk Above the City,Roses,album,spotify:track:2i7sd9qKptLrkXLkwAOX15,0.686,0.245,0.0,-17.604,0.0272,0.862,0.534,0.109,0.286,99.012,240171.0,https://www.youtube.com/watch?v=BDfCKxWAvIg,The Paper Kites - Walk Above The City (feat. MARO),thepaperkitesband,1378589.0,40165.0,1135.0,True,True,10699848.0
15868,15868.0,WALK THE MOON,https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic,Shut Up and Dance,TALKING IS HARD,album,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1.0,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,199080.0,https://www.youtube.com/watch?v=6JCLY0Rlx6Q,WALK THE MOON - Shut Up and Dance (Official Video),WalkTheMoonVEVO,408341372.0,2255537.0,68133.0,True,True,1283596592.0
15869,15869.0,WALK THE MOON,https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic,Lost In The Wild,What If Nothing,album,spotify:track:0M1A9wInEHilyWkh4I8tWo,0.483,0.77,6.0,-4.829,0.0512,0.007,0.0,0.182,0.386,132.992,235960.0,https://www.youtube.com/watch?v=rWwr0IyrtnU,Walk The Moon - Lost In The Wild (Lyrics) (From The Kissing Booth 2),Authentic Music,15292031.0,162795.0,3079.0,False,False,87626355.0
15870,15870.0,WALK THE MOON,https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic,Anna Sun,Walk The Moon,album,spotify:track:3e0yTP5trHBBVvV32jwXqF,0.472,0.844,10.0,-6.578,0.054,0.00173,0.0,0.24,0.34,140.034,321280.0,https://www.youtube.com/watch?v=qDVW81bXo0s,WALK THE MOON - Anna Sun,WalkTheMoonVEVO,27595112.0,194779.0,12029.0,True,True,140879584.0
15871,15871.0,WALK THE MOON,https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic,Work This Body,TALKING IS HARD,album,spotify:track:76EeScTnI2sCjDY0SfEoSb,0.421,0.831,4.0,-5.128,0.106,0.0283,0.0,0.464,0.488,134.184,175907.0,https://www.youtube.com/watch?v=0UYi5naMsfg,WALK THE MOON - Work This Body (Official Video),WalkTheMoonVEVO,4110237.0,36989.0,1325.0,True,True,76453050.0
15872,15872.0,WALK THE MOON,https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic,One Foot,What If Nothing,album,spotify:track:0iQ77tSa7ncj7zBPtVx6cU,0.582,0.822,0.0,-4.861,0.0365,0.00749,2.09e-06,0.818,0.471,100.025,261373.0,https://www.youtube.com/watch?v=05v4nfUmBYI,WALK THE MOON - One Foot (Official Video),WalkTheMoonVEVO,20611626.0,159771.0,5694.0,True,True,119628785.0
15873,15873.0,WALK THE MOON,https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic,Shut Up and Dance - Live Acoustic - 2015,Shut Up And Dance (Acoustic),single,spotify:track:3Xzog9enTvbsc0G7G9M58D,0.82,0.615,0.0,-4.548,0.0466,0.151,0.0,0.204,0.768,129.874,193987.0,https://www.youtube.com/watch?v=6JCLY0Rlx6Q,WALK THE MOON - Shut Up and Dance (Official Video),WalkTheMoonVEVO,408341372.0,2255537.0,68133.0,True,True,61552016.0
15874,15874.0,WALK THE MOON,https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic,Kamikaze,What If Nothing,album,spotify:track:3YQ96qkxiEwTLwgu2Izcmq,0.575,0.694,1.0,-5.674,0.0709,0.0158,0.0,0.108,0.442,77.537,196533.0,https://www.youtube.com/watch?v=t-g3wLNjSCc,WALK THE MOON - Kamikaze (Official Video),WalkTheMoonVEVO,6462289.0,62740.0,1145.0,True,True,46046714.0
15875,15875.0,WALK THE MOON,https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic,Ghostbusters,Ghostbusters (Original Motion Picture Soundtrack) [2016],compilation,spotify:track:4xTMKnLtz1PVfZRElleujx,0.693,0.887,10.0,-3.572,0.0378,0.00905,0.000118,0.777,0.656,116.502,224680.0,https://www.youtube.com/watch?v=9LzA4oevoyc,WALK THE MOON - Ghostbusters (Official Audio),WalkTheMoonVEVO,645252.0,10886.0,342.0,True,True,26543628.0
15877,15877.0,WALK THE MOON,https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic,Avalanche,TALKING IS HARD,album,spotify:track:3JxaZPq4UjkOaxnpyMUtAC,0.594,0.858,9.0,-4.339,0.0387,0.00059,3.11e-06,0.0642,0.663,138.021,218720.0,https://www.youtube.com/watch?v=2pn6vimMMKI,WALK THE MOON - Avalanche (Official Audio),WalkTheMoonVEVO,122834.0,1650.0,74.0,True,True,36086635.0
15878,15878.0,Vince Staples,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,THE BEACH,RAMONA PARK BROKE MY HEART,album,spotify:track:0lqAn1YfFVQ3SdoF7tRZO2,0.593,0.947,4.0,-6.206,0.631,0.888,0.0,0.823,0.682,157.85,67210.0,https://www.youtube.com/watch?v=zv2Yf-QrKUM,Vince Staples - Ramona Park Broke My Heart : THE BEACH (Visualizer),Vince Staples,167138.0,2692.0,90.0,False,True,10622836.0
15879,15879.0,Vince Staples,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,Norf Norf,Summertime '06,album,spotify:track:4uQ7wYsuL0DryknoDc11Hk,0.925,0.549,7.0,-6.572,0.0656,0.396,0.000154,0.11,0.0904,100.014,183160.0,https://www.youtube.com/watch?v=mb6Jc4juSF8,Vince Staples - Norf Norf (Explicit) (Official Video),VinceStaplesVEVO,62579244.0,543234.0,,True,True,179097153.0
15880,15880.0,Vince Staples,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,"Yo Love - From ""Queen & Slim: The Soundtrack""","Yo Love (From ""Queen & Slim: The Soundtrack"")",single,spotify:track:3Vj8RQkFwOmDvUrwu6MtQZ,0.703,0.573,0.0,-9.032,0.0724,0.565,3.13e-06,0.0987,0.491,147.038,143830.0,https://www.youtube.com/watch?v=NpCFTUxnAIE,"Vince Staples x 6lack x Mereba - Yo Love [Official Audio] (From ""Queen & Slim: The Soundtrack"")",Motown Records,771246.0,16723.0,224.0,False,False,78143266.0
15881,15881.0,Vince Staples,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,ARE YOU WITH THAT?,Vince Staples,album,spotify:track:5OFEJMirg4NPz7G1zgXDYu,0.859,0.423,1.0,-10.698,0.283,0.543,0.0,0.104,0.563,125.89,138410.0,https://www.youtube.com/watch?v=v0E0eQ_hH7k,Vince Staples - ARE YOU WITH THAT? (Official Video),VinceStaplesVEVO,3640821.0,104413.0,3923.0,True,True,40299375.0
15882,15882.0,Vince Staples,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,WHEN SPARKS FLY,RAMONA PARK BROKE MY HEART,album,spotify:track:1jhdCONafFj1hzJsPvZx27,0.699,0.782,2.0,-5.538,0.124,0.00664,0.000517,0.182,0.227,161.721,227873.0,https://www.youtube.com/watch?v=8Un0nhTbzMk,Vince Staples - Ramona Park Broke My Heart The Musical: WHEN SPARKS FLY,Vince Staples,574857.0,19359.0,753.0,False,True,10670391.0
15883,15883.0,Vince Staples,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,&burn (with Vince Staples),&burn (with Vince Staples),single,spotify:track:7uX3gufAoBVqKVoD3dBLLD,0.776,0.379,9.0,-9.351,0.331,0.213,0.00175,0.0969,0.346,82.531,179016.0,https://www.youtube.com/watch?v=mb6Jc4juSF8,Vince Staples - Norf Norf (Explicit) (Official Video),VinceStaplesVEVO,62579244.0,543234.0,,True,True,208847367.0
15886,15886.0,Vince Staples,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,Big Fish,Big Fish Theory,album,spotify:track:6eL1ncVDtQHgSm3E288TS7,0.898,0.547,3.0,-5.707,0.313,0.484,1.04e-05,0.37,0.763,100.01,198133.0,https://www.youtube.com/watch?v=0l9kzS_B7gg,Vince Staples - Big Fish (Official Video),VinceStaplesVEVO,12326934.0,180101.0,5373.0,True,True,93061100.0
15887,15887.0,Vince Staples,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,Opps (with Yugen Blakrok),Black Panther The Album Music From And Inspired By,album,spotify:track:7bUcBztfGqO7cSI2gMZeCI,0.706,0.775,1.0,-6.819,0.335,0.152,3.32e-05,0.416,0.847,127.929,180893.0,https://www.youtube.com/watch?v=1lxGCUQSESQ,Opps - Vince Staples and Yugen Blakrok (Black Panther: The Album),Kendrick Lamar Spotlight,55119.0,701.0,12.0,False,False,79537658.0
15889,15889.0,Ronnie Flex,https://open.spotify.com/artist/5eir5zFJpES4j7gsymbVyl,Adrenaline,Adrenaline,single,spotify:track:0DDcpc9ImOsGUWupRj2xu5,0.741,0.727,7.0,-4.835,0.155,0.0231,0.0,0.121,0.716,150.061,148721.0,https://www.youtube.com/watch?v=k71d2DYgDBo,Kris Kross Amsterdam x Ronnie Flex x Zoë Tauran - Adrenaline,Kris Kross Amsterdam,541977.0,3015.0,169.0,False,True,21368309.0
15890,15890.0,Ronnie Flex,https://open.spotify.com/artist/5eir5zFJpES4j7gsymbVyl,Drank & Drugs,New Wave,compilation,spotify:track:4rHIGjDTXXL9Eudf3YF036,0.923,0.742,11.0,-5.047,0.0495,0.0494,1.79e-05,0.0829,0.784,120.038,145978.0,https://www.youtube.com/watch?v=_swivbEsD50,Lil Kleine & Ronnie Flex - Drank & Drugs (prod. Jack $hirak),TopNotch,53121454.0,505915.0,27344.0,True,True,100360853.0
15891,15891.0,Ronnie Flex,https://open.spotify.com/artist/5eir5zFJpES4j7gsymbVyl,Energie,Rémi,album,spotify:track:1riPE3NCV1OBmSXqpYiMJY,0.848,0.598,11.0,-7.087,0.214,0.102,0.0,0.151,0.678,100.001,165534.0,https://www.youtube.com/watch?v=sdJT4nc6Qcs,"Ronnie Flex - Energie ft. Frenna (prod. Boaz van de Beatz, Ronnie Flex & Afro Bros)",TopNotch,51512216.0,165940.0,9081.0,True,True,77005702.0
15892,15892.0,Ronnie Flex,https://open.spotify.com/artist/5eir5zFJpES4j7gsymbVyl,Terug Bij Af ft. Ronnie Flex,FLEMMING,album,spotify:track:5q9yRQ3swpvsRl6hLX47tS,0.812,0.496,6.0,-7.175,0.0597,0.0147,0.0,0.278,0.735,114.991,186700.0,https://www.youtube.com/watch?v=mjXQSe-Uz4Y,FLEMMING ft. Ronnie Flex - Terug Bij Af (Official video),FLEMMING,1162946.0,6569.0,241.0,True,True,9901751.0
15893,15893.0,Ronnie Flex,https://open.spotify.com/artist/5eir5zFJpES4j7gsymbVyl,Amazin' - Remix,Amazin’ (Remix),single,spotify:track:00XmWMEZ4ms7Xxk6ZoH4Lo,0.898,0.599,8.0,-5.312,0.0841,0.0817,0.0143,0.103,0.577,100.008,175250.0,https://www.youtube.com/watch?v=yxoPdSZoD2Y,Amazin' (Remix),Idaly - Topic,276085.0,1509.0,0.0,True,True,7056669.0
15894,15894.0,Ronnie Flex,https://open.spotify.com/artist/5eir5zFJpES4j7gsymbVyl,Stoff und Schnaps,WG Party 2021,compilation,spotify:track:3QP3z0IlnRi7u1fUVr4NpL,0.941,0.807,11.0,-4.588,0.0564,0.0506,0.0,0.0833,0.761,120.041,146000.0,https://www.youtube.com/watch?v=OaSEGZ3Xe_E,Lil Kleine & Ronnie Flex - Stoff & Schnaps (prod. Jack $hirak) (Official German Video),STOKED,53055125.0,361253.0,12954.0,True,True,64572846.0
15895,15895.0,Ronnie Flex,https://open.spotify.com/artist/5eir5zFJpES4j7gsymbVyl,Investeren In De Liefde,New Wave,compilation,spotify:track:4gNUmFwSGsZNjzxsjcE0aM,0.838,0.881,7.0,-7.025,0.0445,0.298,0.0,0.202,0.965,119.997,177339.0,https://www.youtube.com/watch?v=bSL2fLATxXg,"SFB, Ronnie Flex, Lil Kleine & Bokoesam - Investeren in de Liefde (prod. Jack $hirak) - #NewWave",TopNotch,29665474.0,85460.0,4100.0,True,True,43104542.0
15896,15896.0,Ronnie Flex,https://open.spotify.com/artist/5eir5zFJpES4j7gsymbVyl,100 SMSjes,100 SMSjes,single,spotify:track:4MA4LxSsJRbj4axg1uTi2n,0.785,0.656,2.0,-5.719,0.0798,0.0299,0.0,0.237,0.652,130.009,151028.0,https://www.youtube.com/watch?v=8ezhQjP7Mbw,Sigourney K ft. Ronnie Flex - 100 SMSjes (prod. Project Money),Sigourney K,949920.0,4310.0,194.0,False,True,13299263.0
15897,15897.0,Ronnie Flex,https://open.spotify.com/artist/5eir5zFJpES4j7gsymbVyl,In De Schuur,Lars,album,spotify:track:4d2NiGtCaVrMihMfarLE8o,0.776,0.686,10.0,-6.932,0.0458,0.124,0.0,0.123,0.88,139.969,181732.0,https://www.youtube.com/watch?v=oAZU5UCqdo8,Snelle feat. Ronnie Flex - In De Schuur,ROQ 'N ROLLA Music,9855108.0,51832.0,2027.0,True,True,40546255.0
15898,15898.0,Of Monsters and Men,https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz,Little Talks,My Head Is An Animal,album,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1.0,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,266600.0,https://www.youtube.com/watch?v=ghb6eDopW8I,Of Monsters And Men - Little Talks (Official Video),OfMonstersAndMenVEVO,342158934.0,2190341.0,86344.0,True,True,828553788.0
15899,15899.0,Of Monsters and Men,https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz,Dirty Paws,My Head Is An Animal,album,spotify:track:5g7rJvWYVrloJZwKiShqlS,0.359,0.649,3.0,-7.06,0.0349,0.107,0.0124,0.0555,0.133,111.709,278373.0,https://www.youtube.com/watch?v=mCHUw7ACS8o,Of Monsters And Men - Dirty Paws (Official Lyric Video),OfMonstersAndMenVEVO,92845273.0,573569.0,11532.0,True,True,294799978.0
